"dates","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2010-05-20",242.777771,243.033035,237.137131,237.742737,9816773,237.742737
"2010-05-21",234.764771,242.742737,232.432434,236.261261,19362218,236.261261
"2010-05-24",240.605606,245.140137,238.638641,238.818817,8682509,238.818817
"2010-05-25",234.309311,238.963959,232.237244,238.773773,6028765,238.773773
"2010-05-26",241.276276,245.125122,237.737732,237.972977,6944249,237.972977
"2010-05-27",242.717712,246.401398,240.765762,245.475479,5612582,245.475479
"2010-05-28",246.616623,246.97197,241.741745,243.05806,5783810,243.05806
"2010-06-01",240.45546,245.775772,240.300293,241.426422,5328266,241.426422
"2010-06-02",243.583588,247.182175,240.970978,246.931931,5076518,246.931931
"2010-06-03",247.802795,254.254257,247.597595,253.053055,7294099,253.053055
"2010-06-04",250.110107,254.879883,248.598602,249.609604,7832759,249.609604
"2010-06-07",249.779785,250.705704,241.816818,243.003006,7258135,243.003006
"2010-06-08",244.169174,244.664658,239.009003,242.632629,5364830,242.632629
"2010-06-09",243.853851,244.684692,236.236237,237.247253,5452542,237.247253
"2010-06-10",240.42543,244.494492,238.158157,243.748749,5150644,243.748749
"2010-06-11",241.491486,244.599594,241.051056,244.494492,3559837,244.494492
"2010-06-14",247.487488,247.497498,241.836838,241.836838,4076719,241.836838
"2010-06-15",241.781784,250.450455,241.331329,249.244247,8510681,249.244247
"2010-06-16",248.333328,252.252258,248.303299,250.88588,4574021,250.88588
"2010-06-17",251.976974,253.188187,248.593597,250.290283,3950645,250.290283
"2010-06-18",251.5065,251.986984,249.314316,250.265259,5740054,250.265259
"2010-06-21",250.200195,250.735733,242.687683,244.524521,5961033,244.524521
"2010-06-22",245.19519,248.548553,243.108109,243.368362,4434961,243.368362
"2010-06-23",243.68869,243.68869,239.319321,241.266266,4054142,241.266266
"2010-06-24",240.070068,241.616623,236.866867,237.787781,3783413,237.787781
"2010-06-25",238.768768,239.064056,235.515518,236.576584,4485910,236.576584
"2010-06-28",236.531525,239.014008,234.739746,236.276276,3521075,236.276276
"2010-06-29",231.95195,232.507507,225.785782,227.357361,6997196,227.357361
"2010-06-30",227.707703,229.14415,222.582581,222.697693,7199194,222.697693
"2010-07-01",222.867874,224.424423,217.032028,219.964966,7020173,219.964966
"2010-07-02",221.031036,221.361359,218.218216,218.4935,3868128,218.4935
"2010-07-06",222.222229,224.059052,217.032028,218.25325,5115080,218.25325
"2010-07-07",219.374374,225.870865,217.907913,225.325317,6253141,225.325317
"2010-07-08",227.001999,228.89389,225.055054,228.508514,5332462,228.508514
"2010-07-09",236.216217,236.866867,231.621628,233.978973,8654337,233.978973
