"dates","LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted"
"2010-03-26",81.519997,82.220001,81.07,81.580002,1523500,64.635117
"2010-03-29",81.82,82.290001,81.010002,81.839996,1310300,64.84111
"2010-03-30",82.050003,82.82,81.839996,82.760002,1691900,65.570023
"2010-03-31",82.559998,83.290001,82.559998,83,1879400,65.760185
"2010-04-01",83.57,83.879997,83.080002,83.82,1639600,66.409874
"2010-04-05",83.919998,84.260002,83.5,83.949997,2207300,66.512856
"2010-04-06",83.330002,84.419998,83.290001,84.269997,1399900,66.766373
"2010-04-07",83.889999,84.75,83.43,84.440002,2023700,66.901062
"2010-04-08",84.18,84.760002,84.129997,84.489998,1212200,66.940704
"2010-04-09",84.559998,85.239998,84.459999,84.949997,2555800,67.305153
"2010-04-12",85.139999,85.389999,84.739998,84.989998,2661000,67.336853
"2010-04-13",84.739998,85.139999,84.620003,84.940002,1411100,67.297226
"2010-04-14",85.059998,85.980003,84.790001,85.879997,1635700,68.041985
"2010-04-15",85.860001,87.839996,85.650002,87.639999,2284500,69.436394
"2010-04-16",87.389999,88,86.459999,86.809998,2213600,68.778801
"2010-04-19",86.220001,87.139999,85.669998,87.129997,1517200,69.032349
"2010-04-20",87.580002,88.139999,86.790001,88.139999,1763200,69.832558
"2010-04-21",88.139999,88.139999,87.029999,87.559998,1643500,69.373016
"2010-04-22",86.82,87.800003,85.910004,87.709999,1793700,69.491852
"2010-04-23",87.860001,88.279999,86.989998,88.220001,1277000,69.895935
"2010-04-26",88.400002,89,88.059998,88.269997,1304700,69.935547
"2010-04-27",88.040001,88.169998,86.410004,86.410004,1674600,68.461861
"2010-04-28",83.769997,86.599998,82.010002,84.339996,4587400,66.821831
"2010-04-29",83.949997,85.940002,83.949997,84.309998,3493500,66.79808
"2010-04-30",84.540001,84.82,83.68,83.769997,2218800,66.370224
"2010-05-03",84.230003,84.400002,83.650002,84.010002,1480500,66.560394
"2010-05-04",82.959999,83.18,81.5,82.169998,2177600,65.102577
"2010-05-05",81.68,82.379997,81.010002,81.900002,2035100,64.888657
"2010-05-06",81.519997,82.790001,76.150002,79.339996,3363800,62.860371
"2010-05-07",79.199997,80.470001,78.010002,78.879997,3332700,62.495941
"2010-05-10",81.519997,81.779999,79.730003,81.300003,2978000,64.413284
"2010-05-11",80.459999,81.190002,80.190002,80.389999,1458500,63.692287
"2010-05-12",80.760002,81.790001,80.349998,81.75,1243800,64.769798
"2010-05-13",81.440002,81.599998,80.309998,80.510002,1417100,63.787357
"2010-05-14",79.889999,80.190002,77.279999,77.900002,3078100,61.719498
"2010-05-17",78.25,78.919998,76.279999,78.080002,3298200,61.86211
"2010-05-18",78.720001,79.910004,77.709999,77.790001,3089900,61.632347
"2010-05-19",77.25,77.32,75.330002,76.540001,3473800,60.641975
"2010-05-20",75.050003,75.93,74.230003,74.269997,3900500,58.843464
"2010-05-21",73.690002,77.129997,72.699997,77.099998,5360900,61.085659
"2010-05-24",76.410004,77.07,75.589996,75.970001,2913600,60.190361
"2010-05-25",73.809998,76.370003,73.809998,76.290001,2769400,60.443913
"2010-05-26",77,77.790001,76.339996,76.849998,3165500,60.887581
"2010-05-27",78.279999,78.919998,77.290001,78.910004,2222000,62.519688
"2010-05-28",78.910004,78.910004,77.25,77.599998,2809100,61.481808
"2010-06-01",77.040001,77.900002,76.25,76.25,1909000,60.412201
"2010-06-02",76.919998,78.099998,75.980003,78.040001,2122500,61.830399
"2010-06-03",77.559998,77.709999,75.779999,76.449997,3228900,60.921944
"2010-06-04",75.199997,75.5,74,74.120003,3909700,59.065208
"2010-06-07",74.419998,75.419998,74.099998,74.239998,3744200,59.160828
"2010-06-08",74.279999,76.059998,73.839996,75.93,2843000,60.507587
"2010-06-09",76.629997,77.360001,75.769997,76.099998,2161600,60.643055
"2010-06-10",77.230003,78.43,77.019997,77.650002,2333400,61.878212
"2010-06-11",76.769997,77.839996,76.769997,77.779999,1470200,61.981808
"2010-06-14",78.239998,78.639999,77.410004,77.5,2204400,61.758682
"2010-06-15",78.010002,79.330002,77.580002,79.300003,2778100,63.1931
"2010-06-16",78.589996,80.269997,78.589996,80.089996,1927900,63.822636
"2010-06-17",80.5,80.790001,79.169998,80.739998,2112400,64.340599
"2010-06-18",80.989998,81.709999,80.790001,81.169998,2069800,64.683243
"2010-06-21",81.980003,83.269997,81.309998,81.830002,2150200,65.209229
"2010-06-22",81.760002,82.440002,80.529999,80.550003,1776000,64.189201
"2010-06-23",80.5,81.040001,79.099998,80.199997,2269200,63.910286
"2010-06-24",79.889999,80.790001,78.989998,79.099998,2435700,63.033699
"2010-06-25",79.449997,80,78.459999,79.449997,2239200,63.312614
"2010-06-28",79.720001,79.970001,78.839996,79.349998,1151600,63.232937
"2010-06-29",78.489998,78.709999,76.940002,77.370003,1706000,61.655102
"2010-06-30",77.410004,77.970001,75.849998,75.989998,1917000,60.555401
"2010-07-01",75.720001,77.239998,75.699997,76.769997,2202400,61.176968
"2010-07-02",76.970001,77.349998,76.169998,76.879997,1478800,61.264614
"2010-07-06",77.639999,77.989998,76.529999,77.459999,1572700,61.726795
"2010-07-07",77.669998,79.949997,77.550003,79.910004,1672600,63.679192
"2010-07-08",80.589996,81.080002,80.059998,81.080002,1690800,64.611549
"2010-07-09",81.050003,81.800003,80.730003,81.330002,1476700,64.810791
"2010-07-12",81.059998,81.75,80.739998,81.5,1239700,64.946213
"2010-07-13",82.120003,83.870003,81.849998,83.489998,1926500,66.532043
"2010-07-14",81.330002,83.190002,81.059998,82.830002,2610400,66.006081
"2010-07-15",82.989998,83.150002,81.690002,82.809998,1602700,65.99015
"2010-07-16",82.379997,82.379997,80.690002,80.959999,2026900,64.515915
"2010-07-19",81.32,81.480003,80.339996,81.029999,1396700,64.571709
"2010-07-20",80.239998,82.57,80.089996,82.449997,1731300,65.703255
"2010-07-21",82.959999,83.25,81.559998,82.360001,1976900,65.631554
"2010-07-22",83.339996,85.360001,83.07,84.330002,2167000,67.201439
"2010-07-23",84.279999,85.43,83.870003,85.389999,1373600,68.046127
"2010-07-26",85.150002,85.989998,85.07,85.650002,1324100,68.253319
"2010-07-27",86.260002,86.389999,85.449997,85.830002,1358600,68.396759
"2010-07-28",85.019997,86.720001,85.019997,86.279999,1799100,68.755325
"2010-07-29",86.949997,87.25,85.419998,85.809998,2140800,68.380829
"2010-07-30",84.839996,87.410004,84.82,86.82,2005100,69.185677
"2010-08-02",87.739998,88.25,87.589996,87.870003,2507400,70.0224
"2010-08-03",87.360001,88.209999,87.309998,87.800003,1293600,69.966599
"2010-08-04",88.120003,88.599998,87.68,88.449997,1213700,70.484604
"2010-08-05",88.040001,88.650002,87.800003,88.559998,1253700,70.572235
"2010-08-06",87.75,88.610001,86.739998,87.760002,1203400,69.934731
"2010-08-09",88.010002,88.889999,88.010002,88.779999,1100900,70.747559
"2010-08-10",88.010002,89,87.519997,88.690002,1546100,70.675858
"2010-08-11",87.029999,87.690002,86.43,86.860001,1843700,69.217537
"2010-08-12",86.410004,87.580002,85.800003,87.309998,1871900,69.576118
"2010-08-13",86.959999,87.580002,86.68,87.290001,1514900,69.560188
"2010-08-16",86.779999,88.589996,85.989998,87.980003,1622500,70.110054
"2010-08-17",88.940002,89.739998,88.410004,89.139999,1823100,71.034447
"2010-08-18",89.010002,89.559998,88.599998,89.089996,1555800,70.994583
"2010-08-19",88.720001,88.779999,87.510002,88.110001,2283500,70.213661
"2010-08-20",87.269997,88.470001,87.269997,88.349998,1584500,70.404915
"2010-08-23",88.68,88.970001,87.43,87.489998,1251000,69.719589
"2010-08-24",85.449997,87.730003,85.449997,86.18,2430800,68.675644
"2010-08-25",85.709999,86.379997,84.519997,85.93,1834200,68.476448
"2010-08-26",86.309998,87,85.410004,85.580002,1187100,68.19754
"2010-08-27",86.099998,87.279999,85.260002,87.279999,1766900,69.552231
"2010-08-30",87.07,87.5,85.940002,85.940002,1152600,68.484421
"2010-08-31",85.5,86.440002,85.120003,86.029999,1631100,68.556114
"2010-09-01",87.18,88.75,86.540001,87.099998,2879300,69.408806
"2010-09-02",86.790001,86.790001,85.239998,86.150002,3778600,69.008286
"2010-09-03",86.919998,87.339996,86.370003,87.239998,1535000,69.881401
"2010-09-07",86.82,87.220001,86.25,86.43,1181000,69.23259
"2010-09-08",86.639999,87.150002,86.440002,86.580002,1420700,69.352722
"2010-09-09",87.400002,87.519997,86.489998,86.57,1500900,69.344719
"2010-09-10",86.620003,86.900002,86.389999,86.449997,1011600,69.248573
"2010-09-13",87.059998,87.559998,86.830002,87.360001,1256700,69.977539
"2010-09-14",87.360001,88.470001,87.220001,87.879997,1362400,70.394058
"2010-09-15",87.620003,88.260002,87.150002,88.199997,1327600,70.650383
"2010-09-16",88.080002,89.129997,87.809998,89.040001,1285600,71.32325
"2010-09-17",88.879997,88.940002,88.269997,88.360001,1716200,70.778549
"2010-09-20",88.660004,88.849998,88.190002,88.620003,1600000,70.986809
"2010-09-21",88.57,88.730003,87.650002,88.080002,1852200,70.554268
"2010-09-22",87.919998,88.279999,87.550003,88.050003,1446800,70.530228
"2010-09-23",87.830002,88.5,86.870003,88.029999,1486200,70.514221
"2010-09-24",88.699997,90.089996,88.43,90.089996,1672400,72.164314
"2010-09-27",89.650002,90.5,89.650002,89.809998,1250800,71.940048
"2010-09-28",90,90.720001,88.57,90.43,1407900,72.436668
"2010-09-29",90.18,90.25,89.510002,89.730003,918800,71.875954
"2010-09-30",89.989998,91,89.459999,90.260002,1523900,72.300484
"2010-10-01",90.860001,90.989998,89.449997,89.650002,1727500,71.81189
"2010-10-04",89.290001,89.800003,88.639999,89.040001,1040300,71.32325
"2010-10-05",89.910004,91.220001,89.900002,91.190002,1606800,73.045456
"2010-10-06",91.050003,91.690002,90.610001,91.18,972000,73.037453
"2010-10-07",91.459999,91.480003,89.910004,90.209999,1027300,72.260483
"2010-10-08",90.510002,90.980003,90.269997,90.620003,989300,72.58886
"2010-10-11",90.629997,91,90.25,90.449997,799800,72.452698
"2010-10-12",89.739998,91,89.330002,90.860001,893200,72.78112
"2010-10-13",90.93,91.93,90.82,91.900002,1860600,73.614189
"2010-10-14",91.610001,91.870003,90.25,90.709999,1556200,72.66095
"2010-10-15",91.309998,91.68,90.120003,90.709999,1446100,72.66095
"2010-10-18",90.709999,91.139999,90.25,90.779999,680600,72.71701
"2010-10-19",89.5,89.949997,88.599998,89.410004,1362100,71.619614
"2010-10-20",89.660004,91.43,88.599998,91.010002,1181000,72.901283
"2010-10-21",91.169998,92.860001,90.129997,92.760002,1938700,74.303055
"2010-10-22",92.529999,92.949997,91.790001,92.18,830900,73.838463
"2010-10-25",92.699997,94.300003,92.699997,93.769997,1185600,75.112099
"2010-10-26",93.349998,93.5,92.389999,93.5,1612900,74.895805
"2010-10-27",92.160004,92.160004,89.599998,90.510002,2791700,72.500748
"2010-10-28",91.849998,91.849998,90.260002,90.919998,1277200,72.82917
"2010-10-29",90.720001,91.720001,90.279999,91.339996,1342300,73.165611
"2010-11-01",91.800003,92.050003,91,91.339996,1091200,73.165611
"2010-11-02",92.029999,92.57,91.529999,92.309998,1437400,73.942596
"2010-11-03",92.620003,92.620003,91.230003,92.239998,1184900,73.886536
"2010-11-04",93.199997,93.199997,91.480003,92.290001,1994000,73.926567
"2010-11-05",92.599998,93.059998,92.330002,92.940002,1452200,74.447258
"2010-11-08",92.519997,93.949997,92.5,93.620003,1150800,74.991959
"2010-11-09",93.300003,93.989998,91.57,92.019997,1272900,73.710297
"2010-11-10",92.010002,93.150002,91.290001,93.089996,1015700,74.567383
"2010-11-11",92.07,93.32,92,92.82,936400,74.351135
"2010-11-12",92.419998,92.440002,90.900002,91.580002,950500,73.357849
"2010-11-15",91.730003,92.589996,91.459999,91.510002,777100,73.301781
"2010-11-16",90.309998,91.18,90.040001,90.400002,1708100,72.412651
"2010-11-17",90.660004,91.169998,90.150002,90.309998,1213500,72.340546
"2010-11-18",91.25,92.650002,91.18,91.870003,1116000,73.590126
"2010-11-19",91.980003,92.690002,91.800003,92.489998,1599900,74.086761
"2010-11-22",92.239998,92.309998,91,92,1091600,73.694298
"2010-11-23",91.07,91.559998,90.389999,91.160004,1388400,73.021423
"2010-11-24",91.5,92.690002,90.959999,92.650002,975600,74.214943
"2010-11-26",91.900002,92.690002,91.650002,92.050003,596100,73.734329
"2010-11-29",91.790001,92.139999,90.040001,91.919998,1155000,73.630196
"2010-11-30",91.129997,92.470001,90.82,92.050003,1257500,73.734329
"2010-12-01",93.010002,93.610001,92.010002,93.510002,1873900,74.903847
"2010-12-02",93.389999,94.449997,93.150002,94.43,1612900,75.640778
"2010-12-03",93.599998,94.379997,93.089996,94.199997,1090100,75.817856
"2010-12-06",93.440002,94.269997,92.910004,93.800003,913700,75.495903
"2010-12-07",94.540001,94.879997,93.43,94.080002,1599900,75.721245
"2010-12-08",94.349998,94.489998,93.080002,93.550003,1149600,75.29467
"2010-12-09",94.07,94.199997,93.300003,93.720001,1280000,75.431534
"2010-12-10",93.93,94,93.019997,93.389999,1234700,75.165909
"2010-12-13",93.720001,94.099998,93.089996,93.370003,1405900,75.149818
"2010-12-14",93.059998,93.120003,92.199997,92.57,1553100,74.505936
"2010-12-15",92.099998,93.510002,92,93.089996,1642800,74.924438
"2010-12-16",93.870003,93.940002,92.620003,93.860001,1297200,75.544197
"2010-12-17",93.769997,94.029999,93.029999,93.519997,1813300,75.270546
"2010-12-20",93.650002,94.959999,93.330002,94.790001,1391000,76.292732
"2010-12-21",95,96.339996,94.739998,95.970001,1512700,77.242462
"2010-12-22",96.169998,96.169998,95.209999,95.650002,931000,76.984917
"2010-12-23",95.489998,95.959999,95.269997,95.510002,640100,76.872215
"2010-12-27",95.339996,95.709999,94.93,95.379997,398400,76.767601
"2010-12-28",95.5,95.760002,94.879997,95.610001,526000,76.95269
"2010-12-29",95.849998,96.199997,95.650002,95.93,691200,77.210251
"2010-12-30",95.739998,95.809998,94.709999,94.849998,2364300,76.341011
"2010-12-31",94.889999,95.730003,94.760002,95.470001,1069600,76.840034
"2011-01-03",95.989998,95.989998,95.099998,95.220001,1529600,76.638824
"2011-01-04",95.790001,95.910004,93.839996,94.559998,1475600,76.107597
"2011-01-05",94.07,94.599998,93.919998,94.489998,1239000,76.051254
"2011-01-06",94.32,94.349998,92.879997,93.050003,1746900,74.892273
"2011-01-07",93.18,94.449997,93.040001,94.290001,2237500,75.890289
"2011-01-10",93.360001,93.5,93,93.18,2054400,74.996887
"2011-01-11",93.360001,93.489998,92.790001,93.300003,1414200,75.093468
"2011-01-12",94.059998,94.110001,93.43,93.720001,1271500,75.431534
"2011-01-13",93.900002,93.989998,92.550003,92.900002,1774600,74.77153
"2011-01-14",92.75,93.120003,92.190002,92.989998,2014600,74.843956
"2011-01-18",93.07,93.849998,92.870003,93.440002,1144200,75.206146
"2011-01-19",93.510002,93.639999,92.080002,92.279999,1439700,74.272491
"2011-01-20",92.300003,92.5,91.07,91.18,1518900,73.387169
"2011-01-21",91.709999,92.150002,90.949997,91.040001,1578200,73.274506
"2011-01-24",90.32,91.550003,90.040001,91.440002,1302800,73.596428
"2011-01-25",91.080002,91.309998,90.57,91.239998,1876600,73.435455
"2011-01-26",91.260002,91.980003,90.529999,91.489998,2221200,73.636681
"2011-01-27",91.139999,91.93,90.870003,91.910004,1363500,73.974716
"2011-01-28",91.919998,92.610001,90.610001,90.870003,1505000,73.137665
"2011-01-31",91.010002,93.040001,91.010002,93.040001,1834600,74.884201
"2011-02-01",93.459999,95.279999,93.43,95.279999,1712200,76.68708
"2011-02-02",94.75,95.129997,94.18,95.019997,1583500,76.477844
"2011-02-03",94.779999,95.059998,94.080002,94.82,1393900,76.316833
"2011-02-04",94.900002,95.239998,94.379997,95.239998,1574900,76.654892
"2011-02-07",95.349998,95.519997,94.720001,95.089996,1234300,76.534172
"2011-02-08",95.300003,95.410004,94.580002,95.18,1095100,76.606598
"2011-02-09",94.809998,95.800003,94.620003,94.769997,1002900,76.276604
"2011-02-10",94.599998,95.550003,94.440002,95.529999,1767500,76.888313
"2011-02-11",95.379997,97.389999,95.019997,97,1491600,78.071442
"2011-02-14",96.730003,97.400002,96.660004,96.790001,1116000,77.902443
"2011-02-15",96.699997,97.099998,96,96.860001,1240600,77.958794
"2011-02-16",97,98.239998,96.910004,98.230003,1940200,79.061424
"2011-02-17",97.199997,98.32,96.639999,98.32,1673800,79.133865
"2011-02-18",98.43,99.150002,97.879997,99.089996,1959700,79.753616
"2011-02-22",97,98.470001,96.449997,97.839996,1841400,78.747528
"2011-02-23",97.660004,98.089996,95.800003,97,1742500,78.071442
"2011-02-24",96.809998,97.580002,96.230003,97.459999,2158200,78.441673
"2011-02-25",97.650002,99.080002,97.5,98.300003,1403600,79.117744
"2011-02-28",98.089996,99.379997,98.059998,99.379997,1397000,79.987015
"2011-03-01",99.779999,99.919998,97.760002,97.779999,1606400,78.699226
"2011-03-02",98.019997,98.82,97.370003,97.980003,1657700,78.860191
"2011-03-03",98.559998,98.839996,97.889999,98.5,1654000,79.685387
"2011-03-04",98.510002,98.610001,97.309998,98.260002,1152500,79.491241
"2011-03-07",98.75,99.010002,96.540001,96.919998,1418100,78.407181
"2011-03-08",96.959999,97.980003,96.230003,97.75,1247400,79.078644
"2011-03-09",97.639999,97.849998,96.349998,97.730003,1283200,79.062485
"2011-03-10",96.730003,97.510002,95.790001,96.639999,1518000,78.180664
"2011-03-11",96.43,99.010002,96.309998,97.980003,1954900,79.264702
"2011-03-14",96.849998,98.610001,96.849998,98.150002,1379200,79.402245
"2011-03-15",95.919998,97.860001,95.660004,97.260002,2482200,78.682236
"2011-03-16",96.900002,96.980003,94.480003,95.199997,2072800,77.015709
"2011-03-17",96.309998,96.830002,95.389999,96.480003,1501500,78.051231
"2011-03-18",97.339996,98.489998,96.68,97.139999,1839500,78.585159
"2011-03-21",98.269997,98.540001,97.489998,97.93,926600,79.224251
"2011-03-22",98.040001,98.290001,97.32,97.889999,973300,79.191902
"2011-03-23",97.559998,99.059998,96.830002,98.739998,1315600,79.879524
"2011-03-24",99.190002,99.870003,98.800003,99.550003,967600,80.534821
"2011-03-25",99.57,100.769997,99.379997,99.870003,1266500,80.793694
"2011-03-28",100.099998,100.550003,99.360001,99.449997,928300,80.453918
"2011-03-29",99.290001,101.160004,98.919998,100.919998,1481400,81.643135
"2011-03-30",101.540001,102.050003,100.209999,101.019997,1451600,81.724022
"2011-03-31",100.900002,102.190002,100.809998,101.599998,1164600,82.19323
"2011-04-01",101.989998,102.75,101.529999,101.980003,901500,82.500648
"2011-04-04",101.910004,102.389999,101.720001,102.389999,768500,82.832352
"2011-04-05",102.199997,103.910004,101.660004,103.019997,1134700,83.342018
"2011-04-06",103.290001,103.720001,101.940002,103.129997,994800,83.430992
"2011-04-07",103,103.599998,101.779999,102.519997,788500,82.937531
"2011-04-08",103.150002,103.349998,101.660004,102.290001,778500,82.751472
"2011-04-11",102.330002,102.68,101.160004,101.370003,1138000,82.007195
"2011-04-12",100.720001,101.540001,100.199997,100.529999,1558200,81.327644
"2011-04-13",101.019997,101.75,100.32,101.379997,1408200,82.015274
"2011-04-14",100.489998,102.209999,99.980003,101.849998,1660700,82.395477
"2011-04-15",101.970001,103.489998,101.800003,103.150002,1557600,83.447189
"2011-04-18",102.110001,103.099998,101.599998,102.900002,1414800,83.244926
"2011-04-19",103.099998,105.949997,102.839996,105.839996,2089800,85.623367
"2011-04-20",106.82,106.82,105.300003,106.230003,2217600,85.938866
"2011-04-21",106.260002,106.529999,105.419998,106.510002,1078600,86.165375
"2011-04-25",107.379997,107.379997,106.339996,106.809998,1112300,86.408104
"2011-04-26",107.160004,108.449997,106.800003,108.120003,1696000,87.467834
"2011-04-27",107.82,107.82,103.190002,106.099998,2344300,85.833694
"2011-04-28",105.580002,107.379997,105.279999,107.18,1677100,86.707397
"2011-04-29",107.5,107.5,105.839996,106.419998,1741300,86.092567
"2011-05-02",106.910004,107.239998,104.889999,105.419998,1611600,85.283562
"2011-05-03",105.169998,105.769997,104.5,104.970001,1093400,84.91954
"2011-05-04",104.830002,105,103.029999,103.300003,1978000,83.568527
"2011-05-05",103.089996,104.629997,102.510002,102.900002,1530800,83.244926
"2011-05-06",103.980003,104.68,102.889999,103.599998,1216100,83.811241
"2011-05-09",103.809998,104.830002,103.43,104.419998,1351800,84.474594
"2011-05-10",104.75,105.639999,104.400002,105.160004,1203000,85.07325
"2011-05-11",104.980003,105.199997,103.089996,103.580002,1526100,83.795052
"2011-05-12",103.199997,104.279999,102.470001,104.150002,1578100,84.25618
"2011-05-13",104.18,104.419998,102.589996,102.849998,960200,83.204483
"2011-05-16",102.540001,103.989998,102.389999,103.029999,1152300,83.35009
"2011-05-17",102.650002,102.910004,101.709999,102.209999,1323600,82.686722
"2011-05-18",102.459999,104.57,101.970001,104.519997,1721300,84.555473
"2011-05-19",104.709999,105.540001,104.239998,105.059998,1404000,84.992355
"2011-05-20",104.910004,105.110001,103.650002,104.470001,1481600,84.51503
"2011-05-23",103.209999,103.75,102.419998,103.300003,1067600,83.568527
"2011-05-24",103.669998,104.440002,102.800003,103.010002,921200,83.333923
"2011-05-25",102.650002,105.150002,102.419998,104.580002,1267100,84.60405
"2011-05-26",104.269997,104.660004,103.389999,104.279999,1065300,84.36132
"2011-05-27",104.580002,105.489998,104.580002,105.019997,936900,84.959991
"2011-05-31",105.779999,106.230003,104.440002,105.839996,1538400,85.623367
"2011-06-01",105.459999,105.970001,103.110001,103.389999,2110000,83.64135
"2011-06-02",103.260002,104.029999,102.220001,103.150002,1528600,83.447189
"2011-06-03",101.440002,101.779999,100.709999,100.860001,1715400,81.99202
"2011-06-06",100.580002,101.290001,100.040001,100.18,1803000,81.43924
"2011-06-07",100.470001,101.059998,100.050003,100.089996,1413800,81.366104
"2011-06-08",99.75,100.330002,99.550003,100,1415800,81.292908
"2011-06-09",100.449997,102.330002,100.220001,101.650002,1060100,82.634247
"2011-06-10",101.220001,101.599998,99.900002,100.019997,1483700,81.309174
"2011-06-13",100.519997,101.730003,100.029999,100.459999,1236000,81.666862
"2011-06-14",101.639999,102.480003,101.260002,102.129997,1280900,83.02446
"2011-06-15",101.129997,101.889999,99.889999,100.470001,1387700,81.675003
"2011-06-16",100.599998,101.260002,99.760002,101.080002,1878400,82.170914
"2011-06-17",101.879997,102.360001,100.610001,101.059998,1531500,82.154625
"2011-06-20",100.599998,102.639999,100.599998,102.120003,920200,83.016327
"2011-06-21",102.650002,104.080002,102.220001,103.809998,999500,84.390182
"2011-06-22",103.209999,104.410004,102.889999,103.830002,1366400,84.406448
"2011-06-23",102.480003,103.610001,101.440002,103.510002,1324100,84.146286
"2011-06-24",103.5,103.720001,102.510002,103.290001,1061500,83.967468
"2011-06-27",103.57,104.050003,102.190002,103.830002,839100,84.406448
"2011-06-28",104.190002,106.150002,103.790001,106.099998,1457900,86.251785
"2011-06-29",106.5,108,105.809998,107.980003,3502200,87.78009
"2011-06-30",107.900002,108.510002,107.110001,108.389999,1763200,88.113403
"2011-07-01",108.260002,109.160004,107.190002,109.010002,1888500,88.617386
"2011-07-05",109.019997,109.459999,108.25,108.410004,1627600,88.129654
"2011-07-06",108.339996,109.650002,107.809998,109.440002,1529400,88.966949
"2011-07-07",110,111.739998,109.949997,111.300003,1615200,90.479027
"2011-07-08",110.110001,110.889999,109.559998,110.470001,1604700,89.804291
"2011-07-11",109.269997,109.839996,108,108.360001,1088800,88.08902
"2011-07-12",107.870003,109.110001,107.559998,107.720001,1052800,87.568733
