"dates","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2010-06-25",9.645,9.6525,9.493214,9.525,549942400,8.204487
"2010-06-28",9.533214,9.633929,9.447143,9.582143,584948000,8.253706
"2010-06-29",9.432857,9.4425,9.082143,9.148929,1133344800,7.880552
"2010-06-30",9.168214,9.213214,8.928929,8.983214,739452000,7.737815
"2010-07-01",9.082143,9.1,8.686429,8.874286,1022896000,7.643986
"2010-07-02",8.946071,8.961786,8.685714,8.819286,693842800,7.59661
"2010-07-06",8.964286,9.028571,8.791429,8.879643,615235600,7.648601
"2010-07-07",8.946071,9.241786,8.919643,9.238214,654556000,7.95746
"2010-07-08",9.374286,9.389286,9.103214,9.2175,738144400,7.939618
"2010-07-09",9.174643,9.282143,9.112857,9.272143,433322400,7.986684
"2010-07-12",9.233214,9.351786,9.102143,9.188929,562878400,7.915009
"2010-07-13",9.154286,9.157143,8.801071,8.992857,1190924000,7.746119
"2010-07-14",8.906429,9.135714,8.892857,9.026071,812047600,7.774728
"2010-07-15",8.865357,9.1775,8.832143,8.980357,824866000,7.735353
"2010-07-16",9.042143,9.106071,8.871786,8.925,1039858400,7.687671
"2010-07-19",8.924286,8.924286,8.557143,8.770714,1024478000,7.554771
"2010-07-20",8.675,9.032143,8.571786,8.996071,1074950800,7.748884
"2010-07-21",9.4675,9.469643,9.071429,9.08,1185671200,7.821182
"2010-07-22",9.202857,9.285714,9.118214,9.250714,645318800,7.968228
"2010-07-23",9.181786,9.299286,9.152857,9.283571,533388800,7.996529
"2010-07-26",9.285714,9.289286,9.203929,9.26,420551600,7.976225
"2010-07-27",9.316786,9.457143,9.296429,9.431429,584771600,8.123891
"2010-07-28",9.416786,9.499643,9.294643,9.32,519985200,8.027907
"2010-07-29",9.311071,9.380357,9.146429,9.218214,643806800,7.940234
"2010-07-30",9.138929,9.275,9.103571,9.1875,448210000,7.913781
"2010-08-02",9.301429,9.378214,9.272143,9.351786,428055600,8.055286
"2010-08-03",9.321786,9.402143,9.265,9.354643,417653600,8.05775
"2010-08-04",9.387143,9.438571,9.296786,9.392143,420375200,8.090052
"2010-08-05",9.3475,9.399286,9.305357,9.346429,289097200,8.050671
"2010-08-06",9.277857,9.338929,9.201071,9.288929,444897600,8.001143
"2010-08-09",9.338571,9.3625,9.270357,9.348214,303128000,8.052209
"2010-08-10",9.280357,9.301786,9.198214,9.264643,451920000,7.980224
"2010-08-11",9.121429,9.131786,8.921786,8.935357,620054400,7.69659
"2010-08-12",8.810357,9.039286,8.79,8.9925,534920400,7.745813
"2010-08-13",8.9875,8.995714,8.896071,8.896429,354869200,7.663061
"2010-08-16",8.842143,8.928929,8.807857,8.844286,318430000,7.618145
"2010-08-17",8.931429,9.093929,8.9,8.998929,422640400,7.751348
"2010-08-18",9.012857,9.095357,8.985,9.038214,339696000,7.785186
"2010-08-19",9.03,9.052857,8.881429,8.924286,426706000,7.687052
"2010-08-20",8.906786,9.068571,8.892857,8.915714,384230000,7.679669
"2010-08-23",8.9925,9,8.758929,8.778571,414041600,7.561542
"2010-08-24",8.666786,8.678571,8.523214,8.568929,602565600,7.380962
"2010-08-25",8.501429,8.713929,8.471429,8.674643,596867600,7.472023
"2010-08-26",8.766071,8.776786,8.581429,8.581429,466505200,7.391728
"2010-08-27",8.633929,8.664643,8.412857,8.629286,548391200,7.432952
"2010-08-30",8.598571,8.776786,8.595714,8.660714,383289200,7.460023
"2010-08-31",8.6375,8.734286,8.583929,8.682143,420786800,7.47848
"2010-09-01",8.838214,8.980714,8.795714,8.940357,697037600,7.700898
"2010-09-02",8.973571,9.006071,8.8775,9.006071,415427600,7.7575
"2010-09-03",9.110357,9.242143,9.089286,9.241786,520788800,7.960536
"2010-09-07",9.165714,9.268929,9.151786,9.2075,342557600,7.931005
"2010-09-08",9.277857,9.4425,9.253571,9.39,526551200,8.088203
"2010-09-09",9.465714,9.518571,9.39,9.395357,438575200,8.092817
"2010-09-10",9.399643,9.446429,9.335714,9.4075,387542400,8.103276
"2010-09-13",9.493571,9.581429,9.491429,9.537143,388780000,8.214944
"2010-09-14",9.5075,9.613214,9.482857,9.573571,408150400,8.246323
"2010-09-15",9.5775,9.656429,9.565714,9.650714,429368800,8.312774
"2010-09-16",9.651429,9.881071,9.625,9.8775,652103200,8.508117
"2010-09-17",9.9175,9.927143,9.774286,9.834643,634477200,8.471202
"2010-09-20",9.86,10.135,9.851786,10.115357,658677600,8.712999
"2010-09-21",10.137857,10.2625,10.099643,10.134643,668074400,8.72961
"2010-09-22",10.096786,10.285,10.086071,10.276786,585289600,8.852049
"2010-09-23",10.226071,10.455714,10.214286,10.318571,786116800,8.888041
"2010-09-24",10.432143,10.483214,10.376786,10.44,649488000,8.992637
"2010-09-27",10.499286,10.526071,10.393214,10.398571,482834800,8.956947
"2010-09-28",10.420357,10.420357,9.821429,10.245,1035042400,8.824667
"2010-09-29",10.258214,10.350357,10.214286,10.263214,469644000,8.840357
"2010-09-30",10.321429,10.357143,10.044643,10.133929,673391600,8.728997
"2010-10-01",10.219643,10.235,10.048214,10.09,448142800,8.691155
"2010-10-04",10.057143,10.103571,9.920357,9.951429,435302000,8.571796
"2010-10-05",10.071429,10.3375,10.065,10.319286,501967200,8.888655
"2010-10-06",10.3425,10.428214,10.187857,10.328214,670868800,8.896345
"2010-10-07",10.369286,10.374286,10.246786,10.329286,408399600,8.897269
"2010-10-08",10.418214,10.517857,10.357143,10.5025,658403200,9.046468
"2010-10-11",10.526429,10.615714,10.521429,10.548571,427753200,9.086152
"2010-10-12",10.550357,10.696429,10.446071,10.662143,558544000,9.183979
"2010-10-13",10.721429,10.784286,10.707143,10.719286,630092400,9.233204
"2010-10-14",10.774643,10.8025,10.728571,10.796786,435296400,9.299961
"2010-10-15",10.98,11.25,10.889643,11.240714,922194000,9.682339
"2010-10-18",11.373929,11.392857,11.224643,11.357143,1093010800,9.782629
"2010-10-19",10.835714,11.206071,10.715,11.053214,1232784000,9.520836
"2010-10-20",11.035714,11.223214,10.959643,11.090357,721624400,9.552826
"2010-10-21",11.155714,11.240714,10.957143,11.054286,551460000,9.52176
"2010-10-22",11.038214,11.072857,10.939286,10.981071,372778000,9.458694
"2010-10-25",11.038929,11.128571,11.015714,11.03,392462000,9.500837
"2010-10-26",10.959643,11.062143,10.916071,11.001786,392929600,9.476538
"2010-10-27",10.9875,11.067857,10.914286,10.993929,399002800,9.469769
"2010-10-28",10.998214,11,10.746429,10.901429,551051200,9.390093
"2010-10-29",10.865357,10.924286,10.745357,10.749286,430511200,9.25904
"2010-11-01",10.793571,10.914286,10.792857,10.863571,423889200,9.357483
"2010-11-02",10.964286,11.078214,10.964286,11.048571,433930000,9.516835
"2010-11-03",11.120357,11.174286,11.018929,11.171429,508348400,9.622657
"2010-11-04",11.266071,11.435,11.251071,11.366786,642488000,9.790934
"2010-11-05",11.356786,11.413214,11.3125,11.326071,361253200,9.755861
"2010-11-08",11.328571,11.420357,11.312857,11.379286,281758400,9.801701
"2010-11-09",11.466071,11.475,11.232143,11.288571,383544000,9.723564
"2010-11-10",11.308571,11.384643,11.198214,11.358214,384227200,9.783554
"2010-11-11",11.25,11.371429,11.223214,11.308929,361284000,9.741098
"2010-11-12",11.285714,11.303571,10.843929,11.001071,795846800,9.475923
"2010-11-15",11.016429,11.090714,10.938214,10.965714,403606000,9.445465
"2010-11-16",10.918571,10.985714,10.69,10.771071,657650000,9.277806
"2010-11-17",10.757143,10.856786,10.634286,10.732143,479449600,9.244276
"2010-11-18",10.9,11.059643,10.881786,11.015357,494491200,9.488224
"2010-11-19",10.998929,11.014286,10.901429,10.954643,384843200,9.43593
"2010-11-22",10.952857,11.191429,10.923929,11.191429,393075200,9.639886
"2010-11-23",11.0875,11.133929,10.948571,11.026071,519447600,9.497454
"2010-11-24",11.142857,11.264286,11.133929,11.242857,413725200,9.684191
"2010-11-26",11.205,11.346429,11.176429,11.25,237585600,9.690339
"2010-11-29",11.267857,11.338571,11.120714,11.316786,445785200,9.747865
"2010-11-30",11.197857,11.227143,11.1025,11.1125,501858000,9.571903
"2010-12-01",11.259643,11.348214,11.25,11.3,461750800,9.733407
"2010-12-02",11.340357,11.392857,11.246071,11.3625,462837200,9.787243
"2010-12-03",11.321786,11.380357,11.297857,11.337143,342092800,9.7654
"2010-12-06",11.38,11.511786,11.372143,11.433929,448481600,9.848769
"2010-12-07",11.564286,11.571071,11.361429,11.364643,391454000,9.789089
"2010-12-08",11.415357,11.465,11.325357,11.464643,321935600,9.875224
"2010-12-09",11.504643,11.517857,11.393571,11.42,294151200,9.836771
"2010-12-10",11.416071,11.466071,11.378571,11.448571,262511200,9.861382
"2010-12-13",11.584643,11.609286,11.464286,11.488214,439815600,9.895527
"2010-12-14",11.490357,11.519286,11.392857,11.438929,351008000,9.853072
"2010-12-15",11.428571,11.535714,11.399643,11.441429,417312000,9.85523
"2010-12-16",11.4675,11.521786,11.432143,11.473214,322030800,9.882608
"2010-12-17",11.486786,11.4925,11.436786,11.450357,386929200,9.862921
"2010-12-20",11.485714,11.544643,11.365357,11.5075,385610400,9.912139
"2010-12-21",11.535714,11.585357,11.501786,11.578571,256354000,9.973357
"2010-12-22",11.584286,11.632857,11.555357,11.612857,265921600,10.002891
"2010-12-23",11.607143,11.6125,11.541786,11.557143,223157200,9.954899
"2010-12-27",11.530357,11.622857,11.482857,11.595714,249816000,9.988124
"2010-12-28",11.639643,11.666429,11.609286,11.623929,175924000,10.01243
"2010-12-29",11.650714,11.658929,11.610714,11.6175,163139200,10.00689
"2010-12-30",11.624286,11.625357,11.5375,11.559286,157494400,9.956747
"2010-12-31",11.533929,11.552857,11.475357,11.52,193508000,9.922909
"2011-01-03",11.63,11.795,11.601429,11.770357,445138400,10.138556
"2011-01-04",11.872857,11.875,11.719643,11.831786,309080800,10.191467
"2011-01-05",11.769643,11.940714,11.767857,11.928571,255519600,10.274836
"2011-01-06",11.954286,11.973214,11.889286,11.918929,300428800,10.266529
"2011-01-07",11.928214,12.0125,11.853571,12.004286,311931200,10.340052
"2011-01-10",12.101071,12.258214,12.041786,12.230357,448560000,10.534782
"2011-01-11",12.317143,12.32,12.123929,12.201429,444108000,10.509866
"2011-01-12",12.258929,12.301071,12.214286,12.300714,302590400,10.595387
"2011-01-13",12.327143,12.38,12.280357,12.345714,296780400,10.634145
"2011-01-14",12.353214,12.445714,12.301429,12.445714,308840000,10.720285
"2011-01-18",11.768571,12.312857,11.642857,12.166071,1880998000,10.479407
"2011-01-19",12.441071,12.45,12.031429,12.101429,1135612800,10.423729
"2011-01-20",12.015357,12.082143,11.79,11.881429,764789200,10.234229
"2011-01-21",11.920357,11.96,11.665357,11.668571,754401200,10.050879
"2011-01-24",11.673929,12.051786,11.668571,12.051786,574683200,10.380967
"2011-01-25",12.011786,12.194286,11.948929,12.192857,546868000,10.502481
"2011-01-26",12.248571,12.342857,12.196429,12.280357,506875600,10.577852
"2011-01-27",12.277857,12.310357,12.243929,12.2575,285026000,10.558161
"2011-01-28",12.291786,12.3,11.911786,12.003571,592057200,10.339437
"2011-01-31",11.992857,12.144286,11.939286,12.118571,377246800,10.438492
"2011-02-01",12.189286,12.344643,12.177857,12.3225,426633200,10.614152
"2011-02-02",12.301786,12.330357,12.269643,12.297143,258955200,10.592309
"2011-02-03",12.278571,12.294286,12.091071,12.265714,393797600,10.565235
"2011-02-04",12.272857,12.382143,12.268214,12.375,321840400,10.659372
"2011-02-07",12.424643,12.616071,12.415714,12.567143,485021600,10.824879
"2011-02-08",12.631429,12.697143,12.576786,12.685714,381040800,10.92701
"2011-02-09",12.685357,12.821429,12.673929,12.791429,482745200,11.018068
"2011-02-10",12.763929,12.857143,12.428571,12.662143,928550000,10.906707
"2011-02-11",12.669643,12.778571,12.626429,12.744643,367572800,10.977768
"2011-02-14",12.7425,12.838571,12.739643,12.827857,310416400,11.049447
"2011-02-15",12.828214,12.856071,12.769643,12.853571,284174800,11.071596
"2011-02-16",12.885714,13.032143,12.875,12.968929,481157600,11.170958
"2011-02-17",12.758929,12.866786,12.732857,12.796429,530583200,11.022377
"2011-02-18",12.811071,12.839286,12.482857,12.52,816057200,10.784269
"2011-02-22",12.219643,12.335714,12.061429,12.093214,872555600,10.416653
"2011-02-23",12.098929,12.308571,12.093214,12.236429,671854400,10.540014
"2011-02-24",12.286429,12.326786,12.084643,12.245714,499900800,10.548009
"2011-02-25",12.330714,12.443929,12.314286,12.434286,380018800,10.710439
"2011-02-28",12.544286,12.680357,12.54,12.614643,403074000,10.865795
"2011-03-01",12.695357,12.704286,12.417143,12.475357,456136800,10.745816
"2011-03-02",12.498571,12.655357,12.442857,12.575714,602590800,10.832259
"2011-03-03",12.756786,12.849643,12.711429,12.841429,500788400,11.061138
"2011-03-04",12.859643,12.8675,12.776786,12.857143,453266800,11.074675
"2011-03-07",12.907143,12.916786,12.546786,12.691429,546123200,10.931933
"2011-03-08",12.675357,12.764286,12.580357,12.705714,356316800,10.944239
"2011-03-09",12.6675,12.67,12.521429,12.588214,453306000,10.843025
"2011-03-10",12.468571,12.491786,12.317857,12.381071,507539200,10.664602
"2011-03-11",12.333214,12.582857,12.321429,12.571071,471080400,10.828259
"2011-03-14",12.613571,12.731429,12.546786,12.627143,435957200,10.87656
"2011-03-15",12.217857,12.422857,12.146429,12.336786,721081200,10.626457
"2011-03-16",12.214286,12.25,11.652143,11.786071,1162011200,10.152091
"2011-03-17",12.029643,12.128929,11.809286,11.951429,659422400,10.294526
"2011-03-18",12.040357,12.078571,11.785714,11.809643,753214000,10.172395
"2011-03-21",11.999643,12.133571,11.973571,12.117857,409402000,10.437879
"2011-03-22",12.234286,12.236429,12.112143,12.185714,325922800,10.496328
"2011-03-23",12.117143,12.150714,11.998214,12.113929,372996400,10.434494
"2011-03-24",12.208929,12.357143,12.102143,12.320357,404712000,10.612308
"2011-03-25",12.431071,12.573571,12.393571,12.555,448910000,10.814417
"2011-03-28",12.6125,12.654286,12.515714,12.515714,309355200,10.780579
"2011-03-29",12.416429,12.534286,12.359286,12.534286,352900800,10.796576
"2011-03-30",12.522857,12.531429,12.408571,12.451071,329406000,10.724896
"2011-03-31",12.37,12.492857,12.359286,12.446786,274019200,10.721204
"2011-04-01",12.539643,12.556786,12.260714,12.305714,418661600,10.59969
"2011-04-04",12.296786,12.307143,12.085714,12.185357,460084800,10.496021
"2011-04-05",12.035357,12.223214,12,12.103214,482731200,10.425268
"2011-04-06",12.186429,12.282143,12.040714,12.072857,402539200,10.399117
"2011-04-07",12.075,12.158214,12.001071,12.074286,373447200,10.40035
"2011-04-08",12.14,12.148214,11.926786,11.966429,377535200,10.307444
"2011-04-11",11.930714,11.988214,11.786429,11.814286,398946800,10.176394
"2011-04-12",11.803214,11.918929,11.792857,11.871429,425639200,10.225616
"2011-04-13",11.965,12.005,11.875714,12.004643,346220000,10.340361
"2011-04-14",11.957143,12,11.859286,11.872143,301800800,10.22623
"2011-04-15",11.903571,11.915714,11.671429,11.695,453605600,10.073643
"2011-04-18",11.646429,11.865357,11.434286,11.851786,609898800,10.208694
"2011-04-19",11.896429,12.070714,11.846786,12.066429,419378400,10.393581
"2011-04-20",12.268214,12.348214,12.196429,12.228929,700666400,10.533554
"2011-04-21",12.678571,12.683214,12.447143,12.525,753810400,10.788577
"2011-04-25",12.512143,12.633929,12.510714,12.6075,266546000,10.859639
"2011-04-26",12.629286,12.678214,12.476786,12.515,338800000,10.779964
"2011-04-27",12.58,12.583929,12.396429,12.505357,356213200,10.771658
"2011-04-28",12.363929,12.491071,12.34,12.383929,360959200,10.667065
"2011-04-29",12.385,12.641071,12.381071,12.504643,1006345200,10.771044
"2011-05-02",12.490714,12.516786,12.339286,12.367143,442713600,10.652606
"2011-05-03",12.428214,12.496071,12.343571,12.435714,313348000,10.71167
"2011-05-04",12.437857,12.565357,12.388571,12.484643,389250400,10.753815
"2011-05-05",12.442857,12.533929,12.358929,12.383929,335969200,10.667065
"2011-05-06",12.488929,12.5,12.364643,12.380714,280134400,10.664294
"2011-05-09",12.423571,12.471429,12.376071,12.414286,204747200,10.693214
"2011-05-10",12.460357,12.488929,12.380714,12.480357,282091600,10.750122
"2011-05-11",12.465,12.5,12.33,12.401071,3.36e+08,10.681831
"2011-05-12",12.361429,12.397143,12.223929,12.3775,3.22e+08,10.661525
"2011-05-13",12.345,12.366071,12.155357,12.160714,326116000,10.474795
"2011-05-16",12.114286,12.186429,11.878571,11.903571,449775200,10.253304
"2011-05-17",11.857143,12.005,11.811786,12.005,452334400,10.340669
"2011-05-18",12.016786,12.180357,12,12.138214,334776400,10.455414
"2011-05-19",12.217143,12.228929,12.095357,12.161786,261170000,10.475718
"2011-05-20",12.127143,12.176786,11.965,11.972143,337968400,10.312367
"2011-05-23",11.784643,11.999286,11.765,11.942857,383600000,10.287141
"2011-05-24",11.982143,11.996429,11.833571,11.863929,321927200,10.219155
"2011-05-25",11.908214,12.091429,11.8875,12.027857,294224000,10.360356
"2011-05-26",11.998929,12.031786,11.943929,11.964286,222560800,10.305598
"2011-05-27",11.957143,12.058214,11.939643,12.050357,203599200,10.379736
"2011-05-31",12.182143,12.4225,12.178571,12.4225,417754400,10.700285
"2011-06-01",12.459643,12.576071,12.308929,12.339643,554682800,10.628918
"2011-06-02",12.375,12.427857,12.296429,12.360714,338783200,10.647065
"2011-06-03",12.256429,12.333214,12.214643,12.265714,313250000,10.565235
"2011-06-06",12.346429,12.394643,12.064643,12.072857,461941200,10.399117
"2011-06-07",12.0775,12.079286,11.853571,11.858571,529785200,10.21454
"2011-06-08",11.849286,11.957143,11.808929,11.865714,333723600,10.220695
"2011-06-09",11.901786,11.916786,11.8125,11.838929,275088800,10.197621
"2011-06-10",11.805357,11.845,11.625357,11.639286,433955200,10.025657
"2011-06-13",11.685714,11.725357,11.609643,11.664286,329473200,10.04719
"2011-06-14",11.785714,11.901786,11.761071,11.872857,334569200,10.226844
"2011-06-15",11.776786,11.796429,11.602857,11.669643,399196000,10.051805
"2011-06-16",11.675,11.738571,11.368929,11.612857,510591200,10.002891
"2011-06-17",11.749643,11.758929,11.405714,11.437857,615020000,9.852149
"2011-06-20",11.334286,11.346429,11.089286,11.261429,640645600,9.700181
"2011-06-21",11.31,11.635714,11.257143,11.617857,493382400,10.007197
"2011-06-22",11.612857,11.746429,11.513571,11.521786,390583200,9.924443
"2011-06-23",11.390714,11.846071,11.361429,11.829643,559759200,10.189624
"2011-06-24",11.834643,11.898214,11.610357,11.655357,439807200,10.0395
"2011-06-27",11.699643,11.925,11.6875,11.858571,339813600,10.21454
"2011-06-28",11.916071,12.025,11.908571,11.973571,294299600,10.313597
"2011-06-29",12.001429,12.013214,11.852857,11.93,352545200,10.276066
"2011-06-30",11.953571,12.004643,11.887143,11.988214,322954800,10.326209
"2011-07-01",11.998214,12.267857,11.935714,12.259286,435313200,10.559702
